6.58788	0.60	0.70
2.42355	0.65	0.56
0.89157	0.71	0.41
0.32799	0.76	0.33
0.12066	0.79	0.30
0.04439	0.79	0.29
0.01633	0.77	0.32
0.00601	0.76	0.33
0.00221	0.76	0.34
0.00081	0.74	0.39
0.00030	0.73	0.40
