1.613226198	0.1	0.316227766
0.593472752	0.1	0.316227766
0.218326424	0.1	0.316227766
0.080317803	0.1	0.315793084
0.029547268	0.1	0.369896005
0.010869833	0.1	0.322329086
0.003998788	0.1	0.316227766
0.001471072	0.1	0.316227766
0.000541177	0.1	0.316227766
1.613226198	1	0.31956851
0.593472752	1	0.31956851
0.218326424	1	0.379154377
0.080317803	1	0.497204863
0.029547268	1	0.501249885
0.010869833	1	0.503177829
0.003998788	1	0.487481419
0.001471072	1	0.376821971
0.000541177	1	0.322329086
1.613226198	10	0.31956851
0.593472752	10	0.31956851
0.218326424	10	0.391346204
0.080317803	10	0.537190742
0.029547268	10	0.594603162
0.010869833	10	0.596998554
0.003998788	10	0.574304064
0.001471072	10	0.543870418
0.000541177	10	0.499569808
1.613226198	100	0.31956851
0.593472752	100	0.31956851
0.218326424	100	0.391346204
0.080317803	100	0.537190742
0.029547268	100	0.592787259
0.010869833	100	0.624236332
0.003998788	100	0.638513515
0.001471072	100	0.604283693
0.000541177	100	0.603702032
1.613226198	1000	0.31956851
0.593472752	1000	0.31956851
0.218326424	1000	0.391346204
0.080317803	1000	0.537190742
0.029547268	1000	0.592787259
0.010869833	1000	0.624236332
0.003998788	1000	0.642864238
0.001471072	1000	0.651654116
0.000541177	1000	0.628313018
1.613226198	10000	0.31956851
0.593472752	10000	0.31956851
0.218326424	10000	0.391346204
0.080317803	10000	0.537190742
0.029547268	10000	0.592787259
0.010869833	10000	0.624236332
0.003998788	10000	0.642864238
0.001471072	10000	0.650732577
0.000541177	10000	0.656441177
