0.01	6.587880	0.554090909
0.1	6.587880	0.554090909
1	6.587880	0.594383117
10	6.587880	0.609480519
100	6.587880	0.609480519
1000	6.587880	0.609480519
10000	6.587880	0.609480519
100000	6.587880	0.609480519
1000000	6.587880	0.609480519
0.01	2.423546	0.554090909
0.1	2.423546	0.556590909
1	2.423546	0.66275974
10	2.423546	0.672857143
100	2.423546	0.672857143
1000	2.423546	0.672857143
10000	2.423546	0.672857143
100000	2.423546	0.672857143
1000000	2.423546	0.672857143
0.01	0.891573	0.554090909
0.1	0.891573	0.622077922
1	0.891573	0.746038961
10	0.891573	0.743636364
100	0.891573	0.738538961
1000	0.891573	0.738538961
10000	0.891573	0.738538961
100000	0.891573	0.738538961
1000000	0.891573	0.738538961
0.01	0.327991	0.554090909
0.1	0.327991	0.698051948
1	0.327991	0.836136364
10	0.327991	0.811038961
100	0.327991	0.803344156
1000	0.327991	0.783344156
10000	0.327991	0.783344156
100000	0.327991	0.783344156
1000000	0.327991	0.783344156
0.01	0.120661	0.554090909
0.1	0.120661	0.783246753
1	0.120661	0.836038961
10	0.120661	0.828344156
100	0.120661	0.811136364
1000	0.120661	0.813538961
10000	0.120661	0.813538961
100000	0.120661	0.813538961
1000000	0.120661	0.813538961
0.01	0.044389	0.559090909
0.1	0.044389	0.778149351
1	0.044389	0.856331169
10	0.044389	0.841136364
100	0.044389	0.800844156
1000	0.044389	0.808538961
10000	0.044389	0.810941558
100000	0.044389	0.810941558
1000000	0.044389	0.810941558
0.01	0.016330	0.554090909
0.1	0.016330	0.795551948
1	0.016330	0.813344156
10	0.016330	0.823538961
100	0.016330	0.806038961
1000	0.016330	0.773051948
10000	0.016330	0.785844156
100000	0.016330	0.790844156
1000000	0.016330	0.790844156
0.01	0.006007	0.554090909
0.1	0.016330	0.795551948
1	0.016330	0.813344156
10	0.016330	0.823538961
100	0.016330	0.806038961
1000	0.016330	0.773051948
10000	0.016330	0.785844156
100000	0.016330	0.790844156
1000000	0.016330	0.790844156
0.01	0.002210	0.554090909
0.1	0.002210	0.738149351
1	0.002210	0.790454545
10	0.002210	0.800649351
100	0.002210	0.825941558
1000	0.002210	0.810941558
10000	0.002210	0.783344156
100000	0.002210	0.750454545
1000000	0.002210	0.753051948
0.01	0.000813	0.554090909
0.1	0.000813	0.559090909
1	0.000813	0.785454545
10	0.000813	0.800649351
100	0.000813	0.810551948
1000	0.000813	0.820844156
10000	0.000813	0.805941558
100000	0.000813	0.770649351
1000000	0.000813	0.740454545
0.01	0.000299	0.554090909
0.1	0.000299	0.554090909
1	0.000299	0.783051948
10	0.000299	0.787954545
100	0.000299	0.800649351
1000	0.000299	0.790551948
10000	0.000299	0.810844156
100000	0.000299	0.775357143
1000000	0.000299	0.740551948
